"Jersey","Name","Day","Team","Opponent","goal","assist","defense","drop","throwaway","o-line","o-scoring-line","d-line","d-scoring-line"
"21","Khushi Desai","day-1","Gujarat Ultimate","Uttar Pradesh","","1","1","","","0","0","8","4"
"18","Kirtika Khambhu","day-1","Gujarat Ultimate","Uttar Pradesh","","","","","","0","0","1","1"
"1","Maitry Acharya","day-1","Gujarat Ultimate","Uttar Pradesh","","","1","","","9","9","0","0"
"2","Muskan Jain","day-1","Gujarat Ultimate","Uttar Pradesh","2","","1","","","0","0","12","5"
"15","Neha Diwakar","day-1","Gujarat Ultimate","Uttar Pradesh","","","","","","0","0","3","2"
"4","Nimisha Vasava","day-1","Gujarat Ultimate","Uttar Pradesh","","","","","","0","0","8","3"
"17","Ritika Solanki","day-1","Gujarat Ultimate","Uttar Pradesh","","","","1","","9","9","0","0"
"5","Riya Rathod","day-1","Gujarat Ultimate","Uttar Pradesh","","","","","","2","2","1","1"
"12","Shraddha Chaudhary","day-1","Gujarat Ultimate","Uttar Pradesh","","","","","","2","2","0","0"
"8","Suman Nachiketa","day-1","Gujarat Ultimate","Uttar Pradesh","","","","","","0","0","1","1"
"9","Tanisha Rathod","day-1","Gujarat Ultimate","Uttar Pradesh","","","","","","0","0","0","0"
"23","Akshay Surange","day-1","Gujarat Ultimate","Uttar Pradesh","","1","","","","0","0","8","3"
"11","Altaf Shaikh","day-1","Gujarat Ultimate","Uttar Pradesh","","","","","","0","0","3","1"
"29","Ansh Kapadia","day-1","Gujarat Ultimate","Uttar Pradesh","","","2","","1","0","0","10","4"
"7","Atul Parmar","day-1","Gujarat Ultimate","Uttar Pradesh","","","1","1","","4","4","0","0"
"56","Jigarkumar Parmar","day-1","Gujarat Ultimate","Uttar Pradesh","","1","","","","0","0","5","2"
"26","Karan Sharam","day-1","Gujarat Ultimate","Uttar Pradesh","1","4","","","","9","9","0","0"
"14","Kenny Borsada","day-1","Gujarat Ultimate","Uttar Pradesh","2","3","","","","9","9","0","0"
"19","Krish Patel","day-1","Gujarat Ultimate","Uttar Pradesh","1","","1","","","0","0","3","2"
"10","Krishna Damor","day-1","Gujarat Ultimate","Uttar Pradesh","2","2","","","2","9","9","0","0"
"3","Nikhil Diwakar","day-1","Gujarat Ultimate","Uttar Pradesh","","","","","","1","1","1","0"
"84","Noman Pthan","day-1","Gujarat Ultimate","Uttar Pradesh","","","1","","1","0","0","2","2"
"45","Rutvikkumar Nayka","day-1","Gujarat Ultimate","Uttar Pradesh","","2","1","","2","0","0","11","4"
"35","Sanjay Parmar","day-1","Gujarat Ultimate","Uttar Pradesh","","1","","","3","0","0","2","1"
"55","Swayam Narang","day-1","Gujarat Ultimate","Uttar Pradesh","","","1","","","0","0","3","2"
